111	198
98	201
113	201
109	218
107	208
91	188
118	208
99	196
102	206
102	201
109	206
84	183
112	203
104	203
109	203
104	213
111	216
87	188
95	193
100	193
102	206
110	203
118	208
94	196
91	185
105	198
113	203
84	191
107	208
84	191
109	208
79	185
99	196
95	196
81	185
111	201
98	201
95	191
118	211
79	185
109	218
116	216
108	211
109	211
109	203
113	206
100	213
83	196
