289	35	20.9	3.81	8.77	0.435	0.07	0.38	0.191	1.92	2.78	0.691	1.3	3.34	4.64	1.22	0.46	0.28	2.24	1.48	9.62	6	34	112	203
953	583	19.9	2.64	5.15	0.512	0.0	0.01	0.1	1.33	2.23	0.597	1.93	4.36	6.29	0.96	0.37	1.55	3.34	1.52	6.61	1	45	109	213
857	841	34.1	6.49	14.8	0.438	1.88	5.07	0.37	2.24	3.17	0.707	1.21	3.75	4.95	2.67	1.16	0.43	2.29	1.75	17.09	1	23	102	198
23	0	3.7	0.39	1.22	0.321	0.0	0.0	0.0	0.57	0.74	0.765	0.48	0.57	1.04	0.13	0.0	0.13	0.87	0.39	1.35	5	34	116	208
27	0	9.5	1.07	3.44	0.312	0.15	0.96	0.154	0.78	1.07	0.724	0.33	0.59	0.93	0.81	0.52	0.04	1.22	0.78	3.07	1	12	102	198
606	319	25.6	2.23	5.68	0.393	1.07	2.95	0.363	0.98	1.24	0.784	0.33	1.92	2.25	4.44	0.78	0.06	1.59	1.53	6.51	9	12	86	185
143	36	13.5	1.42	3.5	0.405	0.32	1.17	0.274	0.4	0.62	0.64	0.69	1.74	2.43	0.72	0.59	0.2	1.19	0.45	3.56	4	23	101	201
586	431	31.5	5.69	13.09	0.434	1.72	4.51	0.38	3.73	4.4	0.848	1.15	3.78	4.93	1.87	0.96	0.82	2.78	1.87	16.82	1	23	101	206
680	642	35.8	7.02	15.56	0.451	1.03	3.02	0.342	3.43	4.31	0.795	1.51	4.35	5.87	2.29	1.32	0.81	2.49	2.43	18.51	9	3	104	203
825	699	34.8	6.54	13.87	0.472	0.19	0.62	0.297	4.83	5.96	0.81	2.25	5.25	7.51	2.53	0.98	0.78	2.8	2.57	18.09	1	34	102	206
145	27	16.2	1.81	3.86	0.47	0.3	0.94	0.316	0.7	0.86	0.815	0.74	1.54	2.28	0.79	0.34	0.24	1.28	0.63	4.62	3	34	98	201
629	430	32.0	6.69	14.95	0.447	1.66	4.37	0.38	4.0	4.77	0.838	0.99	2.84	3.83	2.13	0.92	0.1	1.59	1.53	19.03	1	12	100	198
985	516	21.6	3.18	6.47	0.492	0.0	0.03	0.154	1.55	2.11	0.737	2.16	4.64	6.79	1.16	0.75	0.99	3.19	1.67	7.92	1	5	111	208
30	0	5.7	0.63	1.73	0.365	0.2	0.53	0.375	0.23	0.37	0.636	0.37	0.67	1.03	0.2	0.1	0.03	0.73	0.5	1.7	1	4	118	208
349	31	16.0	2.81	5.77	0.487	0.0	0.01	0.0	0.65	0.9	0.717	1.28	2.3	3.58	0.58	0.22	0.76	2.3	1.15	6.26	5	45	126	208
1138	427	19.3	2.63	5.47	0.481	0.0	0.03	0.133	2.45	3.04	0.806	1.6	3.38	4.98	1.14	0.49	0.74	3.07	1.38	7.72	1	5	107	211
719	226	22.2	2.78	6.07	0.457	0.43	1.35	0.316	1.43	1.94	0.739	0.81	2.32	3.13	1.4	0.77	0.25	2.0	1.33	7.41	1	23	94	198
409	60	17.9	2.93	6.98	0.42	0.67	2.03	0.332	1.09	1.35	0.807	0.43	1.42	1.86	1.12	0.69	0.22	1.32	0.92	7.62	9	12	93	191
8	0	3.4	0.5	1.25	0.4	0.0	0.0	0.0	0.75	1.12	0.667	0.38	0.5	0.88	0.25	0.0	0.0	0.5	0.25	1.75	3	5	119	213
824	410	25.9	4.2	9.61	0.437	1.17	3.17	0.369	1.91	2.52	0.758	0.98	3.12	4.1	1.54	0.74	0.36	2.74	1.48	11.47	1	34	109	208
47	1	6.4	0.6	1.53	0.389	0.0	0.0	0.0	0.26	0.55	0.462	0.68	0.94	1.62	0.11	0.04	0.4	0.77	0.13	1.45	4	5	104	213
259	191	25.4	5.0	9.6	0.521	0.0	0.0	0.0	2.94	3.87	0.759	3.07	3.82	6.9	0.73	0.54	0.58	2.36	1.57	12.94	5	4	139	211
449	59	12.1	1.59	3.12	0.508	0.0	0.01	0.0	0.91	1.36	0.669	0.81	2.35	3.16	0.47	0.19	0.31	2.26	0.86	4.09	9	45	120	211
293	29	14.1	1.94	4.81	0.402	0.64	1.83	0.351	0.68	0.88	0.778	0.49	2.12	2.61	0.72	0.4	0.4	1.64	0.7	5.19	6	34	100	211
64	1	13.9	1.75	4.08	0.429	0.08	0.53	0.147	0.88	1.27	0.691	0.7	1.05	1.75	1.41	0.38	0.2	1.22	0.95	4.45	5	23	95	196
781	671	33.2	5.91	13.23	0.447	0.42	1.41	0.295	4.26	5.54	0.769	2.66	6.6	9.26	2.54	0.78	1.35	2.64	2.61	16.5	1	45	104	208
8	1	15.2	1.62	3.75	0.433	0.0	0.0	0.0	1.75	2.75	0.636	1.12	2.0	3.12	0.25	0.38	0.25	1.75	1.0	5.0	2	34	109	206
765	482	27.6	4.36	9.0	0.484	0.2	0.75	0.267	2.09	3.09	0.678	0.73	1.46	2.19	5.93	1.03	0.1	2.11	2.3	11.01	1	1	82	183
55	2	9.3	1.47	3.55	0.415	0.04	0.09	0.4	0.33	0.51	0.643	0.58	1.13	1.71	0.18	0.13	0.15	1.2	0.44	3.31	5	5	115	211
659	88	17.4	2.26	5.55	0.407	0.65	1.92	0.34	1.61	1.88	0.861	1.06	2.96	4.02	0.95	0.37	0.33	1.66	1.0	6.79	1	34	107	206
662	64	23.1	3.92	9.43	0.416	1.08	3.17	0.342	3.09	3.8	0.814	0.35	1.66	2.02	2.92	0.88	0.16	1.39	1.39	12.01	1	12	79	185
287	219	26.9	2.85	6.44	0.442	0.71	2.01	0.352	1.25	1.68	0.745	1.63	3.86	5.49	1.44	1.09	0.24	2.13	1.07	7.66	4	3	111	198
19	0	6.2	0.32	0.95	0.333	0.0	0.0	0.0	0.21	0.21	1.0	0.0	0.74	0.74	1.26	0.21	0.05	0.68	0.58	0.84	1	12	79	185
373	361	35.9	6.43	14.91	0.431	0.71	2.27	0.312	4.21	5.34	0.789	0.56	3.8	4.36	8.74	1.68	0.63	2.37	3.74	17.77	5	1	88	193
445	143	17.1	2.1	4.55	0.462	0.0	0.02	0.111	1.13	1.79	0.63	1.41	3.29	4.69	0.57	0.3	0.71	2.01	0.91	5.34	1	4	113	206
39	0	6.2	0.33	1.18	0.283	0.0	0.0	0.0	0.41	0.62	0.667	0.28	0.87	1.15	0.33	0.05	0.62	0.74	0.44	1.08	5	5	105	213
16	4	19.0	2.0	4.44	0.451	0.0	0.0	0.0	1.19	2.0	0.594	1.62	1.69	3.31	0.19	0.81	1.38	2.19	0.94	5.19	1	34	98	203
579	267	25.5	3.8	8.97	0.424	0.68	2.37	0.288	1.76	2.47	0.711	0.83	2.22	3.05	1.7	1.38	0.29	2.29	1.35	10.05	8	23	84	206
45	1	5.4	0.73	2.2	0.333	0.33	0.87	0.385	0.11	0.18	0.625	0.07	0.49	0.56	0.11	0.09	0.0	0.47	0.22	1.91	3	3	84	201
113	29	17.4	2.04	5.22	0.392	0.96	3.04	0.314	1.22	1.67	0.73	1.02	2.5	3.52	0.95	0.33	0.23	2.28	0.92	6.27	2	5	118	211
95	1	10.2	1.02	2.83	0.361	0.0	0.02	0.0	0.6	1.07	0.559	0.88	1.62	2.51	0.39	0.31	0.45	1.72	0.76	2.64	3	5	116	216
409	75	17.3	2.18	4.24	0.513	0.0	0.0	0.0	1.37	2.27	0.603	1.66	3.06	4.71	0.36	0.31	1.04	2.17	0.94	5.72	1	5	116	206
590	583	31.7	5.01	9.78	0.512	0.0	0.0	0.0	2.28	3.9	0.584	3.23	6.68	9.91	0.87	0.69	1.66	2.82	1.65	12.3	1	45	116	208
607	280	22.1	2.5	5.09	0.492	0.0	0.01	0.111	1.64	2.88	0.57	1.79	3.7	5.49	0.91	0.53	0.62	2.28	1.27	6.65	1	5	132	211
151	4	7.2	0.76	2.24	0.34	0.38	1.24	0.305	0.46	0.67	0.683	0.21	0.4	0.62	1.7	0.56	0.03	1.1	0.73	2.36	4	12	84	183
102	25	12.8	1.49	2.88	0.517	0.0	0.0	0.0	1.32	1.97	0.672	0.8	1.89	2.7	0.29	0.37	0.44	2.13	0.87	4.3	3	34	109	206
26	5	14.5	0.88	3.12	0.284	0.04	0.62	0.062	0.27	0.62	0.438	0.77	1.35	2.12	0.62	0.31	0.04	1.42	0.65	2.08	2	34	95	208
23	1	4.2	0.48	1.09	0.44	0.0	0.0	0.0	0.26	0.52	0.5	0.3	0.35	0.65	0.78	0.26	0.0	0.57	0.48	1.22	2	3	95	201
564	419	29.0	5.31	11.17	0.475	0.03	0.16	0.194	3.73	4.82	0.774	2.11	3.64	5.76	1.41	0.82	1.4	3.45	1.84	14.37	1	4	104	208
127	8	10.2	1.57	3.84	0.408	0.07	0.28	0.25	0.48	0.72	0.663	0.71	1.39	2.09	0.35	0.22	0.31	1.42	0.69	3.69	3	5	113	211
71	1	8.5	0.68	2.08	0.324	0.1	0.37	0.269	0.28	0.46	0.606	0.13	0.62	0.75	0.7	0.24	0.04	0.56	0.37	1.73	3	12	95	198
15	6	10.1	0.53	1.73	0.308	0.0	0.0	0.0	0.67	1.07	0.625	0.73	1.67	2.4	0.47	0.13	0.2	2.47	1.33	1.73	4	5	113	221
48	1	8.3	1.04	2.6	0.4	0.0	0.08	0.0	0.42	0.48	0.87	0.67	0.73	1.4	0.6	0.23	0.08	0.77	0.35	2.5	3	34	95	196
85	0	11.6	1.61	4.16	0.387	0.16	0.87	0.189	0.62	0.84	0.746	0.32	0.6	0.92	1.94	0.36	0.02	0.98	0.78	4.01	2	12	83	196
22	0	4.6	0.23	1.09	0.208	0.0	0.0	0.0	0.23	0.55	0.417	0.27	0.41	0.68	0.05	0.05	0.32	0.73	0.45	0.68	3	5	109	218
4	0	2.6	0.25	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	3	34	102	206
456	109	16.7	2.51	5.21	0.481	0.01	0.08	0.111	1.3	1.96	0.665	1.1	1.74	2.84	1.19	0.55	0.3	1.97	1.21	6.32	1	3	102	203
11	1	8.9	1.18	1.73	0.684	0.0	0.0	0.0	0.36	0.91	0.4	0.82	1.82	2.64	0.64	0.09	0.27	0.82	0.27	2.73	2	4	125	206
18	1	13.2	1.67	4.94	0.337	0.39	1.44	0.269	0.94	1.28	0.739	0.39	1.28	1.67	1.83	0.39	0.28	1.56	0.83	4.67	2	12	85	191
72	8	7.6	1.1	2.06	0.534	0.0	0.01	0.0	0.38	0.58	0.643	0.5	0.67	1.17	0.19	0.25	0.07	0.71	0.36	2.57	2	12	100	193
766	500	26.0	4.45	9.6	0.463	0.11	0.41	0.267	2.21	2.91	0.761	2.43	4.83	7.26	1.16	0.7	0.61	2.51	1.5	11.21	1	45	113	208
942	717	30.6	4.89	11.13	0.44	1.22	3.41	0.358	3.25	3.85	0.845	1.18	2.07	3.25	3.1	0.77	0.29	2.42	1.82	14.26	1	2	91	201
498	18	15.0	2.47	6.31	0.391	0.8	2.26	0.356	0.64	0.74	0.864	0.22	1.18	1.41	1.98	0.5	0.06	1.3	1.12	6.38	1	1	84	185
346	78	17.2	2.53	6.33	0.4	0.83	2.33	0.358	0.5	0.71	0.703	0.3	1.35	1.65	1.02	0.43	0.21	1.33	0.86	6.4	8	12	91	198
109	11	15.8	2.17	4.88	0.445	0.0	0.04	0.0	1.5	2.3	0.653	1.36	2.0	3.36	0.41	0.35	0.38	2.12	1.06	5.85	3	45	118	206
377	198	20.5	2.18	4.11	0.529	0.0	0.0	0.0	1.39	2.49	0.558	2.34	5.18	7.53	0.65	0.39	0.82	2.07	1.27	5.74	5	5	116	213
3	0	4.3	0.0	0.67	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.33	0.33	0.33	0.0	0.0	1.0	0.67	0.0	1	34	98	201
249	80	16.6	2.21	5.12	0.432	0.19	0.59	0.327	1.2	1.83	0.659	0.85	1.57	2.43	1.01	0.65	0.25	1.81	1.02	5.82	6	3	90	196
527	410	24.9	4.89	8.98	0.545	0.0	0.0	1.0	3.15	4.91	0.642	1.8	3.37	5.17	0.54	0.29	0.73	2.97	2.23	12.94	1	5	134	213
24	0	5.0	0.46	1.46	0.314	0.04	0.21	0.2	0.21	0.29	0.714	0.25	0.75	1.0	0.38	0.17	0.17	0.21	0.29	1.17	2	34	90	203
1	0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	4	5	125	213
103	28	21.4	3.44	9.39	0.366	0.89	2.79	0.321	1.59	2.07	0.77	0.28	1.1	1.38	1.89	0.67	0.14	2.06	1.32	9.36	4	12	91	188
1094	740	30.7	4.95	10.9	0.454	0.18	0.63	0.282	3.14	4.35	0.721	1.07	2.66	3.73	7.3	1.48	0.2	1.87	2.62	13.22	1	1	79	191
6	0	1.6	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.5	0.67	0.0	0.33	0.0	0.17	0.0	0.0	2	5	109	218
381	55	18.2	2.76	6.99	0.394	1.05	3.02	0.348	1.0	1.51	0.666	0.52	1.21	1.73	1.88	0.54	0.19	1.7	1.32	7.56	7	12	82	188
8	0	3.5	0.25	1.0	0.25	0.0	0.0	0.0	0.12	0.25	0.5	0.12	0.62	0.75	0.0	0.12	0.0	0.5	0.25	0.62	1	4	116	206
396	361	32.3	5.4	12.31	0.439	1.04	2.75	0.378	1.74	2.2	0.79	0.84	2.67	3.51	5.99	1.43	0.36	2.33	2.64	13.59	6	12	93	193
118	8	9.8	1.16	2.75	0.423	0.0	0.02	0.0	0.57	0.89	0.638	1.14	1.92	3.06	0.31	0.26	0.41	1.83	0.83	2.89	4	34	109	206
1044	670	24.7	3.89	8.46	0.46	0.0	0.04	0.054	2.57	3.67	0.699	1.8	4.06	5.86	1.15	0.67	1.53	2.88	1.31	10.35	1	45	98	211
225	23	11.1	1.4	3.34	0.421	0.0	0.02	0.0	0.89	1.34	0.668	1.07	1.93	3.0	0.2	0.15	0.27	1.56	0.64	3.7	6	5	116	211
33	7	10.4	1.33	3.33	0.4	0.0	0.0	0.0	0.58	1.24	0.463	1.24	2.15	3.39	0.48	0.12	0.7	1.12	1.12	3.24	7	5	150	218
530	377	29.4	5.45	12.42	0.439	1.18	3.33	0.354	2.59	3.14	0.824	0.99	3.75	4.74	1.21	0.39	0.88	2.49	1.6	14.66	9	4	111	213
122	30	11.6	1.25	2.67	0.469	0.0	0.0	0.0	0.91	1.33	0.685	0.62	1.51	2.13	0.31	0.32	0.39	1.89	0.7	3.42	4	5	116	213
891	349	26.5	4.61	10.24	0.45	1.46	3.98	0.368	3.53	4.26	0.827	0.7	3.03	3.74	4.0	1.38	0.31	2.14	2.09	14.21	1	2	93	198
53	0	7.2	1.11	2.75	0.404	0.32	1.15	0.279	0.42	0.55	0.759	0.51	1.17	1.68	0.45	0.34	0.15	1.17	0.57	2.96	1	34	102	208
1010	997	35.4	6.99	13.65	0.512	0.05	0.19	0.276	4.25	5.64	0.754	2.71	6.74	9.45	3.24	0.52	1.67	2.26	2.29	18.28	1	45	113	213
45	10	10.9	1.36	3.47	0.391	0.11	0.33	0.333	0.64	0.87	0.744	0.87	1.67	2.53	0.6	0.24	0.11	2.62	0.89	3.47	4	5	130	211
43	0	9.2	0.72	2.05	0.352	0.0	0.02	0.0	0.86	1.09	0.787	0.79	1.05	1.84	0.23	0.14	0.51	1.81	0.6	2.3	2	34	98	211
127	0	7.0	1.01	2.28	0.443	0.05	0.31	0.154	0.55	0.76	0.722	0.62	0.64	1.26	0.44	0.19	0.06	0.75	0.42	2.61	6	4	107	206
744	269	27.4	5.28	12.22	0.432	1.57	3.93	0.401	2.76	3.22	0.857	0.45	2.04	2.49	2.51	0.68	0.15	2.31	2.08	14.9	1	2	91	191
15	0	8.8	0.87	2.87	0.302	0.0	0.6	0.0	0.67	0.93	0.714	0.8	0.67	1.47	0.4	0.2	0.13	0.67	0.4	2.4	2	3	98	196
230	40	18.2	2.74	6.65	0.412	0.32	1.07	0.3	0.6	0.79	0.758	0.51	2.09	2.6	0.78	0.5	0.13	1.45	0.6	6.4	5	3	86	196
64	0	9.9	1.47	3.61	0.407	0.03	0.12	0.25	0.39	0.58	0.676	0.58	1.64	2.22	0.34	0.12	0.16	1.27	0.55	3.36	3	45	125	211
461	87	18.1	2.7	5.7	0.475	0.15	0.46	0.318	0.83	1.01	0.824	0.65	1.57	2.21	1.82	0.62	0.23	1.54	1.04	6.39	1	23	86	198
13	4	6.2	0.62	1.31	0.471	0.0	0.0	0.0	0.08	0.15	0.5	0.15	0.46	0.62	0.08	0.0	0.0	1.46	0.69	1.31	1	5	111	213
53	5	13.0	1.13	3.38	0.335	0.17	0.45	0.375	0.38	0.45	0.833	0.98	1.98	2.96	0.66	0.21	0.17	1.43	0.77	2.81	2	34	102	203
800	636	31.2	5.52	12.36	0.446	1.32	3.71	0.356	2.05	3.08	0.667	1.26	3.81	5.08	2.61	1.39	0.45	1.88	1.7	14.41	1	23	103	198
1073	717	28.1	5.52	11.43	0.482	0.72	1.95	0.37	2.32	2.78	0.833	0.63	2.15	2.78	2.54	1.14	0.26	1.91	1.49	14.07	1	2	88	191
618	188	18.4	2.26	4.57	0.495	0.0	0.01	0.0	1.11	1.96	0.564	1.7	2.47	4.17	0.43	0.37	0.79	1.94	0.79	5.63	1	4	118	201
188	8	12.7	1.4	3.39	0.413	0.14	0.61	0.235	0.91	1.18	0.778	0.18	0.86	1.04	1.64	0.44	0.02	1.03	0.77	3.86	4	2	92	191
391	157	24.0	3.51	8.35	0.42	1.04	2.96	0.351	1.08	1.31	0.819	0.32	2.26	2.58	4.89	0.59	0.08	1.92	1.9	9.13	5	12	91	198
475	158	20.6	2.86	6.51	0.44	0.01	0.05	0.125	1.58	2.6	0.606	3.34	4.2	7.55	0.6	0.43	0.63	2.7	1.08	7.31	1	45	111	208
21	0	3.4	0.29	0.86	0.333	0.05	0.1	0.5	0.0	0.0	0.0	0.33	0.52	0.86	0.19	0.1	0.0	0.33	0.29	0.62	1	34	97	203
108	0	6.5	0.94	2.66	0.352	0.23	0.69	0.333	0.11	0.19	0.6	0.2	0.38	0.58	0.22	0.2	0.04	0.77	0.34	2.21	4	2	84	196
17	6	9.8	1.65	3.71	0.444	0.0	0.18	0.0	0.35	0.65	0.545	0.82	1.53	2.35	0.59	0.35	0.18	0.53	0.35	3.65	2	34	100	203
438	63	16.9	2.45	5.11	0.478	0.01	0.04	0.235	1.54	2.17	0.707	1.36	1.97	3.33	0.88	0.39	0.48	2.07	1.21	6.44	1	4	113	211
448	19	12.5	1.52	3.7	0.41	0.54	1.44	0.373	0.62	0.84	0.736	0.9	1.84	2.74	0.73	0.41	0.19	1.52	0.56	4.18	8	34	109	206
337	51	13.5	1.18	3.12	0.378	0.3	0.82	0.362	0.58	0.84	0.693	0.25	1.07	1.33	2.6	0.6	0.06	1.07	1.06	3.23	1	2	86	193
564	191	22.1	4.13	8.83	0.467	0.09	0.39	0.237	1.77	2.45	0.725	1.85	3.51	5.36	1.41	0.87	0.81	2.45	1.62	10.12	9	4	118	211
526	109	20.2	3.38	6.9	0.49	0.04	0.21	0.191	2.61	3.6	0.726	1.32	2.71	4.02	0.76	0.41	0.29	1.84	1.19	9.4	8	34	99	206
557	172	21.5	2.92	6.86	0.425	1.22	3.43	0.355	1.26	1.89	0.665	0.79	2.3	3.09	0.8	0.67	0.41	2.28	1.03	8.31	1	23	98	198
348	37	16.0	2.13	4.93	0.432	0.36	1.1	0.327	1.3	1.7	0.768	0.29	1.2	1.49	2.09	0.76	0.16	1.94	1.25	5.92	8	12	91	188
665	348	26.4	4.36	9.07	0.481	0.24	0.71	0.333	2.54	3.37	0.753	1.93	3.14	5.06	1.36	0.75	0.17	2.63	1.51	11.5	1	34	104	201
38	5	12.3	1.79	3.42	0.523	0.0	0.03	0.0	0.71	1.16	0.614	1.18	1.97	3.16	0.5	0.26	0.24	2.29	0.74	4.34	4	4	109	208
44	0	4.9	1.07	1.91	0.56	0.07	0.16	0.429	0.25	0.39	0.647	0.3	0.39	0.68	0.32	0.3	0.02	0.55	0.61	2.45	2	3	107	198
22	0	3.1	0.64	1.68	0.378	0.0	0.09	0.0	0.18	0.36	0.5	0.55	0.55	1.09	0.05	0.0	0.14	0.41	0.09	1.45	4	5	112	208
233	30	12.8	1.51	3.77	0.399	0.94	2.37	0.396	0.28	0.39	0.722	0.3	1.89	2.2	0.49	0.22	0.15	1.25	0.44	4.23	5	3	102	206
252	43	15.2	2.69	5.93	0.453	0.08	0.33	0.241	1.65	2.23	0.74	1.33	2.95	4.28	0.74	0.6	0.89	1.81	1.18	7.1	6	34	102	211
886	694	24.4	3.17	6.09	0.521	0.0	0.01	0.083	1.35	1.91	0.706	2.58	5.25	7.84	0.52	0.49	1.74	2.94	1.43	7.69	1	5	113	211
97	34	15.4	1.77	3.51	0.506	0.0	0.0	0.0	0.74	1.22	0.61	1.26	2.62	3.88	0.21	0.27	0.89	2.31	0.73	4.29	5	5	111	213
181	15	9.0	1.09	2.13	0.51	0.01	0.04	0.25	0.63	1.09	0.576	1.02	1.67	2.7	0.36	0.32	0.14	1.35	0.5	2.82	1	34	102	206
121	57	18.8	3.06	6.44	0.475	0.03	0.19	0.174	1.62	2.13	0.76	1.88	3.07	4.94	1.08	0.55	0.41	2.08	1.17	7.77	3	5	112	208
7	0	4.6	0.71	1.71	0.417	0.43	1.14	0.375	0.0	0.29	0.0	0.0	0.57	0.57	0.14	0.0	0.0	0.0	0.14	1.86	1	3	92	201
687	60	15.2	2.05	4.28	0.48	0.0	0.02	0.0	1.16	1.68	0.691	1.07	2.2	3.26	0.55	0.24	0.2	1.81	0.77	5.26	1	4	98	206
719	443	28.9	5.22	10.4	0.502	0.29	0.87	0.333	2.95	4.04	0.731	2.34	4.99	7.33	2.11	1.28	0.98	3.21	1.73	13.68	9	45	112	203
75	2	16.7	2.63	6.23	0.422	0.24	1.08	0.222	0.92	1.17	0.784	1.09	2.33	3.43	0.69	0.56	0.21	1.6	0.92	6.41	1	34	102	203
